cuenta	partido	timestamp	tweet
0ce417aef584bb5e2571413301d23f87	vox	1436783929.0	@Victoria_1982_ Hecho!! Saludos
0ce417aef584bb5e2571413301d23f87	vox	1436794404.0	@anewhopeleia @Santi_ABASCAL proponer y votar una enmienda de forma conjunta cuando lo llevas en tu programa no es pactar es cumplir
0ce417aef584bb5e2571413301d23f87	vox	1436795087.0	El alcalde de Villa arremete contra VOX en rueda de prensa tras el pleno en el que se le ha bajado el sueldo #VillaViciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1437125206.0	Qué poco dañan las calumnias alcalde, cuando uno sabe que solo pretende hacer un bien #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1437208182.0	#VillaviciosaDeOdon https://t.co/N4O44RmYfJ
0ce417aef584bb5e2571413301d23f87	vox	1437234530.0	@antonio_aznar Nuestro alcalde ya dispone de su único cargo de confianza... Sin #VOX habrían sido cinco #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1437291353.0	@VOX_Villa renuncia a las dietas del último pleno por considerarlas un gasto innecesario para el vecino #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1437329776.0	@VOX_Villa Nuestro alcalde ya dispone de su único cargo de confianza... Sin VOX habrían sido cinco #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1437664413.0	.@Santi_ABASCAL .@ivanedlm Los esbirros del PP de #VillaviciosaDeOdón nos atacan. En @VOX_Villa la conciencia limpia y el objetivo claro.
0ce417aef584bb5e2571413301d23f87	vox	1437664635.0	.@Santi_ABASCAL .@ivanedlm Los esbirros del PP nos atacan. En @VOX_Villa la conciencia limpia y el objetivo claro #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1437756746.0	@anewhopeleia @Santi_ABASCAL @ivanedlm @VOX_Villa Los vecinos no nos atacan, saben que estamos aquí por ellos, para servirles.
0ce417aef584bb5e2571413301d23f87	vox	1438716598.0	Nuevo pleno y nuestro alcalde tendrá explicar con quién come y para qué. ¿Gastará ahora  menos en protocolo? ¡Avanzamos! #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1438969662.0	¿Qué hacer cuando tu alcalde incumple los acuerdos de pleno? ¿Cuando te dice que puedes instar pero no obligar? ¡Seguir! #VillaviciosaDeOdon
0ce417aef584bb5e2571413301d23f87	vox	1440506915.0	@isequiser96 Tres cobardes y una valiente que con solo 18 años ya se ha comprometido por una España mejor... Ánimo Inma! #VillaviciosaDeOdon
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1444423097.0	Ú2 Barcelona 2015. Espectacular, después de verlos en 1987 en Madrid... http://t.co/zR1c0h65sM
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1444511144.0	A lá Victoria le encanta la prudencia. http://t.co/eNbzSy7QwM
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1444587811.0	Venganza &amp; Justicia https://t.co/L7w0jOb7sk
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1445196953.0	Ahora ya sabemos porque @Pablo_Iglesias no quería debatir con @Albert_Rivera
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1445198389.0	@MonederoJC @ahorapodemos  Ánimos !!!
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1448189428.0	El presidenfe de la Ilusión !!!!! https://t.co/daY520318I
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1449953571.0	#YovoyVistalegre13D  Porque será un sueño hecho realidad #AlbertRivera
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1449999299.0	#VistalegreNaranja con esta Ilusión #AlbertRivera  presidente el 20D https://t.co/9Y1JARknSl
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1450352750.0	A por ellos !!https://t.co/ZqjEngnlKd #Venceralailusión
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1450456312.0	Sin complejos#YoVotoaAlbert https://t.co/9IJGg58KV1
0ce417aef584bb5e2571413301d23f87	vox	1464442493.0	@madrid_vox @monasterioR @VOX_Villa @Vox_Pozuelo @voxboadilla @VOX_Torrelodone @VOX_Majadahonda @VOX_LasRozas @VoxGuadarrama @VOX_hoyo
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1504808987.0	@Albert_Rivera @carrizosacarlos Grande Carlos, se puede decir más alto, pero no más claro.. Muchas gracias
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1504816373.0	#NuevaFotoDePerfil https://t.co/onZQVOxzvq
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1506155538.0	Todos los estudios lo corroboran.Andalucia entre las peores financiadas . Algunos siguen mirando para otro lado https://t.co/TDK3ZcEdOo
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507097500.0	Ganar a los independentistas; por Alfredo Pérez Rubalcaba @_rubalcaba_ @elpais https://t.co/GliziMz0fQ
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507279702.0	Hernando (PP) en vez de venir a Andalucía con un plan de empleo compromiso de inversiones o reforma de financiación se dedica a insultar.
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507279869.0	La culpa de que el PP nacional tenga una imagen de barracones de tierra o de pitas pitas de Andalucía la tiene el PP-A.
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507279970.0	Si al de Hernando le parece tan mal la reforma del ISD por qué no se lo dice al Sr. Feijoo? O es que tienen diferentes varas  de medir?
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507280040.0	Si le parece mal la política fiscal de Andalucía por qué cada viernes no ejercen sus competencias de armonización para evitar diferencias?
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507280274.0	Acaso para el PP nacional en estos días delicados Andalucía no es España?Los parados andaluces merecen un plan d empleo del gobierno estatal
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507647283.0	#Andalucia2018 Un presupuesto social para una Andalucia estable https://t.co/3w9GmfwSUn #cgoband @haciendand https://t.co/Tf2KjEuPTU
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1507890440.0	@HvrSspa @GuillermoAntiog @niemed21 Tenemos uno de los mejores sistemas sanitarios del mundo!!! Enhorabuena!!!!
8c926e81af138f29b2b39b83d7551e0b	ciudadanos	1508326173.0	Si tú también quieres seguir siendo catalán, español y europeo ¡entra y únete! https://t.co/ix8wBYsSSg
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1510510432.0	S&amp;P nos sube la calificación. ✔Respaldo a la tendencia constante a la mejora de la ejecución presupuestaria y al cumplimiento de los objetivos de estabilidad 📊
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1511767073.0	En el día de hoy me acuerdo de todos mis maestros y maestras, cada uno de ellos aportó un grano de arena o una montaña para configurarme como persona . Mi reconocimiento y agradecimiento.
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1511767738.0	En el día de hoy me acuerdo de todos mis maestros y maestras , cada uno aporto su granito o montaña de arena para configurarame como persona . Mi reconocimiento y agradecimiento eterno .
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1511768090.0	Especialmente a mi padre y a mi madre , maestros durante toda su vida dentro y fuera de las aulas , que me enseñaron desde pequeña a querer y apoyar la escuela pública . Os quiero.
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1512210215.0	Emocionada escuchando a Alameda en la celebración del 40 aniversario del 4D y de la constitución de la federación socialista andaluza. https://t.co/DLFruDZ2ZB
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1512212328.0	Presidente Escuredo , símbolo y memoria viva de la conquista autonómica . https://t.co/TSNI8vIvnt
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1512405277.0	Muchas felicidades a @mc_castilla , tú sabes por qué...Gracias por tu entrega talento y compromiso que es una referencia para todas nosotras. Y afortunada de contar con tu amistad .
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1513249706.0	Oportuno y necesario https://t.co/LooLCRxjnK
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1515838877.0	El PSOE ganaría las autonómicas con un PP a la baja y Cs fortalecido https://t.co/c5b8R63J5t vía @opiniondemalaga
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1516882111.0	Andalucía redujo el paro en 159.700 personas y creó 126.400 empleos durante 2017 #EPA. Toca redoblar esfuerzos para que la recuperación llegue a cada una de las familias andaluzas https://t.co/ofpYKIWS9B
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1516883694.0	Andalucía encadena cuatro años consecutivos de bajadas y ha logrado descontar de las cifras de desempleados a más de medio millón de personas https://t.co/ElL9ssKrCP @AndaluciaJunta @susanadiaz
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1519281441.0	Estupendo este proyecto de @carmonamjose Mujeres periodistas en #Sevilla Exposición @Ayto_Sevilla #plumillasSEV #mujeresperiodistas #DiaDeLaMujer @2imori @villegaslucio @Castillera @martacarrasco4 @lourdes_pino @maimancheno @inmajimsev y muchas más https://t.co/m0pl8wz29J
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1519469926.0	Celebrando el día de Andalucia con el PSOE -A el partido que mejor representa esta tierra y las aspiraciones de nuestra gente . https://t.co/KqkOvi03ZG
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1519801488.0	Felicidades a todos los andaluces y andaluzas !! Especialmente a aquellos que vivís fuera de nuestra tierra . Sabemos que vuestra alma mira al sur . Vosotros sois nuestros hijos e hijas predilectos!! Hoy sobre todo es vuestro día!!
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1520490219.0	Si paras nadie nos parará!! Animo mujer ,  el mundo se mueve contigo!!
8472d5f03cfbd05307882acf2c884a58	ciudadanos	1520505701.0	Por la libertad y la igualdad efectiva 🙋‍♀️ #DiaDeLaMujer https://t.co/VW0QQ4VLn8
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1520531550.0	Las mujeres imparables https://t.co/aMOvU1ZpXE
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1520532659.0	Exitazo de movilización https://t.co/hlVcn99ptT
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1521011172.0	La muerte de Stephen hawking es sin duda una pérdida importante para la humanidad . Su talento y voluntad son ejemplos que quedarán grabados en la historia . Las amantes de la ciencia le deseamos buen viaje a ese universo que tanto admiró.
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1521482374.0	Todo nuestro apoyo amigo!!! https://t.co/Ij1RNU3f7M
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1521733647.0	Aprobado el dictamen de financiación autonómica por 100 votos a favor y ocho en contra. Enhorabuena a tod@s y gracias a los grupos políticos por el excelente trabajo !!!  Andalucia sale muy reforzada
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1524221550.0	Mi reconocimiento al Dr. Montes por dignificar el acompañamiento a los pacientes en situación terminal . Su persecución y el fallecimiento de inmaculada Echevarría fueron inspiradores de la ley de muerte digna en andalucia  https://t.co/RMxE0OHRyq
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1524756481.0	Incomprensible y dolorosa la sentencia de la manada . Me produce angustia ver cómo se describen los hechos y que no se hayan interpretado como violencia e intimidación . Estamos contigo . Día triste para las mujeres
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1524758172.0	Después de esta sentencia , que le aconsejamos a nuestras hijas si desgraciadamente se ven en esta situación ? Que se defiendan hasta que las dejen inconscientes ? Que pongan en peligro sus vidas para que se puedan calificar los delitos ? Incomprensible , indignante y angustioso
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1525706554.0	@susanadiaz @proemaid Mi enhorabuena a los bomberos sevillanos que han sido declarados inocentes en lesbos. Vuestro compromiso es una regencia para nosotros . Regresad pronto
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1525706781.0	@susanadiaz @proemaid Mi enhorabuena a los bomberos sevillanos que han sido declarados inocentes en lesbos. Vuestro compromiso es una referencia para nosotros . Regresad pronto
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1526044911.0	Ahora entiendo cómo han tardado tanto en nombrar a un candidato, no es fácil encontrar a alguien más sectario y radical que Puigdemont 👍🏻
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1526115007.0	"A los del ""nación de naciones"" y los del ""aprovechategui"" por querer que se aplique la constitución en Cat sin excusas ni pactos con el PNV, espero que estén viendo el discurso del títere Torra. Basta ya de querer salir corriendo de Cataluña y abandonando a los catalanes"
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1526564146.0	Mi reconocimiento a Ramon Vila. Tuve el privilegio de trabajar junto a él y quiero expresar públicamente mi pesar y condolencias y enviar un mensaje a todas sus familias , la personal , la taurina y la de cirugía de Sevilla . Descanse en paz
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1526574109.0	Un orgullo haber estado hoy en Granada con todos los que os habéis acercado a escuchar a @Albert_Rivera y al equipo de Andalucía ¡Hasta la próxima! https://t.co/A65QwT16aQ
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1526806926.0	Arranca hoy #EspañaCiudadana una plataforma ciudadana abierta a los españoles. Gracias a todos lo que nos acompañáis hoy! https://t.co/BG4o5GOQNF
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1527243992.0	No habrá amenazas ni insultos que hagan que dejemos de defender la libertad. Cataluña somos todos https://t.co/OOL8eJ1eyn
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1527752856.0	Sánchez despacha en 1 minuto el desafío separatista en Cataluña sin proponer nada. No vaya a ser que sus nuevos socios, los del golpe a la democracia, decidan no apoyarle... #MociónCensura
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1527841189.0	Enhorabuena presidente @sanchezcastejon. Mucha suerte y todo el apoyo para lograr un país más decente donde la igualdad sea bandera y una recuperación justa llegue a las familias #PedroPresidente @psoe
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1528537862.0	"Para los de la ""revolución de las sonrisas"" y ""no hay fractura social"" así nos han recibido en Vic con insultos y amenzadas al partido que representa a 1.100.000 catalanes y que ganó las elecciones. Pueden intentarlo, pero ¡No nos callarán! #Libertad https://t.co/VLgSAIyjZM"
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1528639905.0	Espectacular @RafaelNadal. Ejemplo de esfuerzo, talento y éxito logra su undécimo Roland Garros #vamosRafa #rolandgarros2018 https://t.co/Mx8iXwHMoe vía @rtve
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1528714385.0	Os dejo mi artículo de hoy publicado en @elespanolcom titulado: ¡Libertad! sobre lo que vivimos en Vic:https://t.co/BAbj1eWOQZ
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1529139141.0	Hoy en Málaga con  #EspañaCiudadana gracias a todos los que estáis con nosotros en la Plaza de la Constitución! https://t.co/jT0qGR3te4
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1529925042.0	Este fin de semana seguro que Medina Azahara será declarada #PatrimonioMundial de la UNESCO. Un reconocimiento importante a lo que ya es una auténtica maravilla.#SúmateAMedina @CAMedinaAzahara #Córdoba @unesco_eshttps://t.co/F5Y6VoECYJ
8472d5f03cfbd05307882acf2c884a58	ciudadanos	1530188591.0	#Orgullo2018 https://t.co/OLYTZHMiqO
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1530297137.0	- Una moción de censura con Podemos, Rufián, Torra y Bildu- ’Pasar página’ con Cataluña- Pagar hipoteca del PNV con presos de ETA - Dedazo en TVE y en el CIS- Y no convocaré elecciones¿Hasta dónde va a llegar Sánchez para quedarse una semanita más en Moncloa?
b2c8bc25ba1bc91cee7acfcc0f690444	psoe	1530432219.0	El conjunto arqueologico español de Medina Azahara (Cordoba) ha sido declarado Patrimonio de la Humanidad por la Unesco. Magnifica noticia para España y Andalucia .
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1530729782.0	¿O sea que ahora las encuestas del CIS que puntuarán al PSOE y a Pedro Sánchez las dirige un compañero de ejecutiva del PSOE de Pedro Sánchez? https://t.co/YW34aMZHrj
3253cfb6350a5d54e36c1f1f845132d7	ciudadanos	1530777517.0	"Sánchez es el ""chollo del procés"" pero con Ciudadanos no lo van a tener tan fácil, nosotros no vamos a mirar para otro lado cuando se gasten el dinero de todos en su procés. https://t.co/YYZ0l44542"
